DevelopmentalStage,Dataset,Correlation
mid_devo,Giandomenico_10w,0.1389716175903051
mid_devo,Trujillo_40w,0.10701250508995977
mid_devo,Velasco_12w,0.11641234362006855
mid_devo,Velasco_24w,0.25269704665560994
